souvenir,お土産,3
soybean,大豆,3
spaghetti,スパゲッティ,3
speech,スピーチ,3
spirit,精神,3
spoke,話した,3
stage,ステージ,3
Star Festival,七夕,3
starting player,スターター,3
steak,ステーキ,3
stomach,胃,3
suffer,苦しむ,3
Sunshine Airlines,サンシャイン航空,3
surprised,びっくり,3
surround,囲む,3
Swat Valley,スワットバレー,3
sweet,甘い,3
Switzerland,スイス,3
sword,剣,3
taken,取りました,3
taught,教えた,3
teach,教える,3
tear,涙,3
temperature,温度,3
temple,寺院,3
tiger,虎,3
time difference,時差,3
told,言った,3
tonight,今晩,3
Tonky,トンキー,3
tournament,トーナメント,3
tower,タワー,3
track,追跡,3
tradition,伝統,3
tragedy,悲劇,3
trash,ごみ,3
trick,騙す,3
trouble,トラブル,3
trunk,トランク,3
Tuvalu,ツバル,3
twice,二度,3
U.N.,国連。,3
United Nations,国連,3
used,中古,3
used book,古本,3
Vancouver,バンクーバー,3
vegetable,野菜,3
visitor,ビジター,3
volcano,火山,3
volunteer,ボランティア,3
Wanly,ワンリー,3
war,戦争,3
waste,無駄,3
wave,波,3
wave power plant,波力発電所,3
weak,弱い,3
weapon,武器,3
Weekly Herald,週刊ヘラルド,3
while,ながら,3
William,ウィリアム,3
willing,喜んで,3
wind,風,3
wind power,風力,3
windmill,風車,3
within,以内に,3
women,女性たち,3
wore,着た,3
World Heritage,世界遺産,3
World Heritage List,世界遺産リスト,3
worn,着用,3
worse,悪い,3
wrap,ラップ,3
wrestling,レスリング,3
wrote,書きました,3
yet,まだ,3
yo-yo,ヨーヨー,3
zookeeper,飼育係,3
